Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	File_identifier
262	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Hafunaviridae		Haloferacalesvirus		Haloferacalesvirus HRTV8	E	Halorubrum tailed phage 8	HRTV-8		KC292020	NC_021321	Complete genome	dsDNA	archaea	Haloferacalesvirus_HRTV8.262.KC292020
263	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Hafunaviridae		Haloferacalesvirus		Haloferacalesvirus HSTV4	E	Halorubrum sodomense tailed virus 4	HSTV-4		MZ334501	NC_062763	Complete genome	dsDNA	archaea	Haloferacalesvirus_HSTV4.263.MZ334501
264	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Hafunaviridae		Haloferacalesvirus		Haloferacalesvirus Serpecor1	E	Halorubrum coriense virus Serpecor1	Serpecor1		MN901521	NC_062740	Complete genome	dsDNA	archaea	Haloferacalesvirus_Serpecor1.264.MN901521
265	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Hafunaviridae		Laminvirus		Laminvirus HRTV25	E	Halorubrum tailed virus 25	HRTV-25		MZ334521	NC_062759	Complete genome	dsDNA	archaea	Laminvirus_HRTV25.265.MZ334521
266	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Hafunaviridae		Mincapvirus		Mincapvirus HSTV2	E	Halorubrum sodomense tailed virus 2	HSTV-2		KC117376	NC_020159	Complete genome	dsDNA	archaea	Mincapvirus_HSTV2.266.KC117376
267	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Hafunaviridae		Minorvirus		Minorvirus HRTV27	E	Halorubrum tailed virus 27	HRTV-27		MZ334522	NC_062760	Complete genome	dsDNA	archaea	Minorvirus_HRTV27.267.MZ334522
268	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Halomagnusviridae		Hagravirus		Hagravirus HGTV1	E	Halogranum tailed virus 1	HGTV1		KC292026	NC_021328	Complete genome	dsDNA	archaea	Hagravirus_HGTV1.268.KC292026
269	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Soleiviridae		Eilatmyovirus		Eilatmyovirus HATV2	E	Haloarcula tailed virus 2	HATV-2		MZ334525	NC_062756	Complete genome	dsDNA	archaea	Eilatmyovirus_HATV2.269.MZ334525
270	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Aglimvirinae	Agtrevirus		Agtrevirus AG3	E	Shigella phage phiSboM-AG3			FJ373894	NC_013693	Complete genome	dsDNA	bacteria	Agtrevirus_AG3.270.FJ373894
271	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Aglimvirinae	Agtrevirus		Agtrevirus EM4	E	Enterobacter phage phiEM4			LC373201	NC_049384	Complete genome	dsDNA	bacteria	Agtrevirus_EM4.271.LC373201
272	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Aglimvirinae	Agtrevirus		Agtrevirus MK13	E	Shigella phage MK-13			MK509462	NC_049455	Complete genome	dsDNA	bacteria	Agtrevirus_MK13.272.MK509462
273	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Aglimvirinae	Agtrevirus		Agtrevirus P46FS4	E	Salmonella phage P46FS4			MT078988	NC_049509	Complete genome	dsDNA	bacteria	Agtrevirus_P46FS4.273.MT078988
274	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Aglimvirinae	Agtrevirus		Agtrevirus SKML39	E	Salmonella phage SKML-39			JX181829	NC_019910	Complete genome	dsDNA	bacteria	Agtrevirus_SKML39.274.JX181829
275	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Aglimvirinae	Limestonevirus		Limestonevirus limestone	E	Dickeya phage vB-DsoM-LIMEstone1			HE600015	NC_019925	Complete genome	dsDNA	bacteria	Limestonevirus_limestone.275.HE600015
276	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Aglimvirinae	Limestonevirus		Limestonevirus RC2014	E	Dickeya phage RC-2014			KJ716335	NC_025452	Complete genome	dsDNA	bacteria	Limestonevirus_RC2014.276.KJ716335
277	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus aagejoakim	E	Salmonella phage aagejoakim			MT074474	NC_049503	Complete genome	dsDNA	bacteria	Kuttervirus_aagejoakim.277.MT074474
278	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus allotria	E	Salmonella phage allotria			MT074471	NC_049501	Complete genome	dsDNA	bacteria	Kuttervirus_allotria.278.MT074471
279	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus barely	E	Salmonella phage barely			MT074477	NC_049505	Complete genome	dsDNA	bacteria	Kuttervirus_barely.279.MT074477
280	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus bering	E	Salmonella phage bering			MT074472	NC_049502	Complete genome	dsDNA	bacteria	Kuttervirus_bering.280.MT074472
281	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus BSP101	E	Salmonella phage BSP101			KY787213	NC_049382	Complete genome	dsDNA	bacteria	Kuttervirus_BSP101.281.KY787213
282	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus CBA120	E	Escherichia phage CBA120			JN593240	NC_016570	Complete genome	dsDNA	bacteria	Kuttervirus_CBA120.282.JN593240
283	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus Det7	E	Salmonella phage Det7			KP797973	NC_027119	Complete genome	dsDNA	bacteria	Kuttervirus_Det7.283.KP797973
284	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus dinky	E	Salmonella phage dinky			MT074475	NC_049504	Complete genome	dsDNA	bacteria	Kuttervirus_dinky.284.MT074475
285	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus ECML4	E	Escherichia phage ECML-4			JX128257	NC_025446	Complete genome	dsDNA	bacteria	Kuttervirus_ECML4.285.JX128257
286	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus EP75	E	Escherichia phage EP75			MG748547	NC_049433	Complete genome	dsDNA	bacteria	Kuttervirus_EP75.286.MG748547
287	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus FEC14	E	Escherichia phage FEC14			MG383452	NC_049427	Complete genome	dsDNA	bacteria	Kuttervirus_FEC14.287.MG383452
288	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus GG32	E	Salmonella phage GG32			KX245012	NC_031045	Complete genome	dsDNA	bacteria	Kuttervirus_GG32.288.KX245012
289	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus heyday	E	Salmonella phage heyday			MT074470	NC_049500	Complete genome	dsDNA	bacteria	Kuttervirus_heyday.289.MT074470
290	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus kv38	E	Salmonella phage 38			KR296692	NC_029042	Complete genome	dsDNA	bacteria	Kuttervirus_kv38.290.KR296692
291	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus maane	E	Salmonella phage maane			MT074480	NC_049508	Complete genome	dsDNA	bacteria	Kuttervirus_maane.291.MT074480
292	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus marshall	E	Salmonella phage Marshall			KF669653	NC_022772	Complete genome	dsDNA	bacteria	Kuttervirus_marshall.292.KF669653
293	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus maynard	E	Salmonella phage Maynard			KF669654	NC_022768	Complete genome	dsDNA	bacteria	Kuttervirus_maynard.293.KF669654
294	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus moki	E	Salmonella phage moki			MT074478	NC_049506	Complete genome	dsDNA	bacteria	Kuttervirus_moki.294.MT074478
295	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus mutine	E	Salmonella phage Mutine			MG428992	NC_049428	Complete genome	dsDNA	bacteria	Kuttervirus_mutine.295.MG428992
296	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus pertopsoe	E	Salmonella phage pertopsoe			MT074479	NC_049507	Complete genome	dsDNA	bacteria	Kuttervirus_pertopsoe.296.MT074479
297	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus PhaxI	E	Escherichia phage PhaxI			JN673056	NC_019452	Coding-complete genome	dsDNA	bacteria	Kuttervirus_PhaxI.297.JN673056
298	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus PM10	E	Salmonella phage vB-SalM-PM10			KX438380	NC_031128	Complete genome	dsDNA	bacteria	Kuttervirus_PM10.298.KX438380
299	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus rabagast	E	Salmonella phage rabagast			MT074469	NC_049499	Complete genome	dsDNA	bacteria	Kuttervirus_rabagast.299.MT074469
300	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus S118	E	Salmonella phage S118			MH370371	NC_049437	Complete genome	dsDNA	bacteria	Kuttervirus_S118.300.MH370371
301	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus SE14	E	Salmonella phage SE14			MK972690	NC_049512	Complete genome	dsDNA	bacteria	Kuttervirus_SE14.301.MK972690
305	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus SenALZ1	E	Salmonella phage SenALZ1			MH709121	NC_049440	Complete genome	dsDNA	bacteria	Kuttervirus_SenALZ1.305.MH709121
306	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus SenASZ3	E	Salmonella phage SenASZ3			MH709120	NC_049439	Complete genome	dsDNA	bacteria	Kuttervirus_SenASZ3.306.MH709120
308	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus SFP10	E	Salmonella phage SFP10			HQ259103	NC_016073	Complete genome	dsDNA	bacteria	Kuttervirus_SFP10.308.HQ259103
309	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus SH19	E	Salmonella phage PhiSH19			JN126049	NC_019530	Complete genome	dsDNA	bacteria	Kuttervirus_SH19.309.JN126049
310	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus SJ2	E	Salmonella phage vB-SalM-SJ2			KJ174317	NC_023856	Complete genome	dsDNA	bacteria	Kuttervirus_SJ2.310.KJ174317
311	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus SJ3	E	Salmonella phage vB-SalM-SJ3			KJ174318	NC_024122	Complete genome	dsDNA	bacteria	Kuttervirus_SJ3.311.KJ174318
312	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus SP1	E	Salmonella phage SP1			MF001362	NC_049396	Partial genome	dsDNA	bacteria	Kuttervirus_SP1.312.MF001362
313	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus SS9	E	Salmonella phage SS9			MK972699	NC_049458	Complete genome	dsDNA	bacteria	Kuttervirus_SS9.313.MK972699
314	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus STML131	E	Salmonella phage STML-13-1			JX181828	NC_042061	Partial genome	dsDNA	bacteria	Kuttervirus_STML131.314.JX181828
315	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus STW77	E	Salmonella phage ST-W77			KX765865	NC_049378	Complete genome	dsDNA	bacteria	Kuttervirus_STW77.315.KX765865
316	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae	Cvivirinae	Kuttervirus		Kuttervirus ViI	E	Salmonella phage Vi01			FQ312032	NC_015296	Complete genome	dsDNA	bacteria	Kuttervirus_ViI.316.FQ312032
317	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Campanilevirus		Campanilevirus YC	E	Vibrio phage YC			MH375644	NC_048709	Complete genome	dsDNA	bacteria	Campanilevirus_YC.317.MH375644
318	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Kujavirus		Kujavirus kuja	E	Vibrio phage vB_VchM_Kuja			MN718199	NC_048827	Complete genome	dsDNA	bacteria	Kujavirus_kuja.318.MN718199
319	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Miltonvirus		Miltonvirus 3M	E	Serratia phage vB_SmaA_3M			MH929319	NC_048736	Complete genome	dsDNA	bacteria	Miltonvirus_3M.319.MH929319
320	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Miltonvirus		Miltonvirus MAM1	E	Serratia phage phiMAM1			JX878496	NC_020083	Complete genome	dsDNA	bacteria	Miltonvirus_MAM1.320.JX878496
321	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Nezavisimistyvirus		Nezavisimistyvirus bue1	E	Erwinia phage vB_EamM-Bue1			MG973030	NC_048702	Complete genome	dsDNA	bacteria	Nezavisimistyvirus_bue1.321.MG973030
322	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Nezavisimistyvirus		Nezavisimistyvirus Ea2809	E	Erwinia phage phiEa2809			KP037007	NC_027340	Complete genome	dsDNA	bacteria	Nezavisimistyvirus_Ea2809.322.KP037007
323	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Taipeivirus		Taipeivirus 0507KN21	E	Klebsiella phage 0507-KN2-1			AB797215	NC_022343	Complete genome	dsDNA	bacteria	Taipeivirus_0507KN21.323.AB797215
324	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Taipeivirus		Taipeivirus IME250	E	Serratia phage vB_Sru_IME250			KX147096	NC_042047	Complete genome	dsDNA	bacteria	Taipeivirus_IME250.324.KX147096
325	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Taipeivirus		Taipeivirus KpS110	E	Klebsiella phage vB_KpnM_KpS110			MG770379	NC_047932	Complete genome	dsDNA	bacteria	Taipeivirus_KpS110.325.MG770379
326	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Taipeivirus		Taipeivirus KWBSE436	E	Escherichia phage vB_EcoM_KWBSE43-6			MK373783	NC_048186	Complete genome	dsDNA	bacteria	Taipeivirus_KWBSE436.326.MK373783
327	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Taipeivirus		Taipeivirus magnus	E	Klebsiella phage Magnus			MN045230	NC_049462	Complete genome	dsDNA	bacteria	Taipeivirus_magnus.327.MN045230
328	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Taipeivirus		Taipeivirus may	E	Klebsiella phage May			MG428991	NC_047900	Complete genome	dsDNA	bacteria	Taipeivirus_may.328.MG428991
329	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Taipeivirus		Taipeivirus menlow	E	Klebsiella phage Menlow			MG428990	NC_047901	Complete genome	dsDNA	bacteria	Taipeivirus_menlow.329.MG428990
330	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Taipeivirus		Taipeivirus UPM2146	E	Klebsiella phage UPM 2146			MN478483	NC_049472	Complete genome	dsDNA	bacteria	Taipeivirus_UPM2146.330.MN478483
331	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Tedavirus		Tedavirus A829	E	Aeromonas phage phiA8-29			KY914485	NC_048660	Complete genome	dsDNA	bacteria	Tedavirus_A829.331.KY914485
332	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Ackermannviridae		Vapseptimavirus		Vapseptimavirus VAP7	E	Vibrio phage VAP7			MK795384	NC_048765	Complete genome	dsDNA	bacteria	Vapseptimavirus_VAP7.332.MK795384
333	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aggregaviridae		Harrekavirus		Harrekavirus harreka	E	Olleya phage Harreka_1	Harreka_1		MT732457		Complete genome	dsDNA	bacteria	Harrekavirus_harreka.333.MT732457
335	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus ALQ132	E	Streptococcus phage ALQ13.2			FJ226752	NC_013598	Complete genome	dsDNA	bacteria	Brussowvirus_ALQ132.335.FJ226752
336	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus bv2972	E	Streptococcus phage 2972			AY699705	NC_007019	Complete genome	dsDNA	bacteria	Brussowvirus_bv2972.336.AY699705
337	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus bv858	E	Streptococcus phage 858			EF529515	NC_010353	Complete genome	dsDNA	bacteria	Brussowvirus_bv858.337.EF529515
338	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus bvO1205	E	Streptococcus phage 01205			U88974	NC_004303	Complete genome	dsDNA	bacteria	Brussowvirus_bvO1205.338.U88974
339	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus CHPC1042	E	Streptococcus phage CHPC1042			MH937494		Complete genome	dsDNA	bacteria	Brussowvirus_CHPC1042.339.MH937494
340	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus CHPC1109	E	Streptococcus phage CHPC1109			MH937505		Complete genome	dsDNA	bacteria	Brussowvirus_CHPC1109.340.MH937505
341	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus CHPC1152	E	Streptococcus phage CHPC1152			MH937507		Complete genome	dsDNA	bacteria	Brussowvirus_CHPC1152.341.MH937507
342	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus CHPC1230	E	Streptococcus phage CHPC1230			MH937509		Complete genome	dsDNA	bacteria	Brussowvirus_CHPC1230.342.MH937509
343	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus CHPC1246	E	Streptococcus phage CHPC1246			MH937510		Complete genome	dsDNA	bacteria	Brussowvirus_CHPC1246.343.MH937510
344	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus CHPC1247	E	Streptococcus phage CHPC1247			MH937511		Complete genome	dsDNA	bacteria	Brussowvirus_CHPC1247.344.MH937511
345	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus CHPC1248	E	Streptococcus phage CHPC1248			MH937457		Complete genome	dsDNA	bacteria	Brussowvirus_CHPC1248.345.MH937457
346	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus CHPC640	E	Streptococcus phage CHPC640			MH937460		Complete genome	dsDNA	bacteria	Brussowvirus_CHPC640.346.MH937460
347	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus CHPC869	E	Streptococcus phage CHPC869			MH937464		Complete genome	dsDNA	bacteria	Brussowvirus_CHPC869.347.MH937464
348	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus CHPC931	E	Streptococcus phage CHPC931			MH937475		Complete genome	dsDNA	bacteria	Brussowvirus_CHPC931.348.MH937475
349	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus CHPC951	E	Streptococcus phage CHPC951			MH937478		Complete genome	dsDNA	bacteria	Brussowvirus_CHPC951.349.MH937478
350	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus CHPC952	E	Streptococcus phage CHPC952			MH937479		Complete genome	dsDNA	bacteria	Brussowvirus_CHPC952.350.MH937479
351	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus P4761	E	Streptococcus phage P4761			KY705258		Complete genome	dsDNA	bacteria	Brussowvirus_P4761.351.KY705258
352	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus P7571	E	Streptococcus phage P7571			KY705268		Complete genome	dsDNA	bacteria	Brussowvirus_P7571.352.KY705268
353	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Brussowvirus		Brussowvirus P7951	E	Streptococcus phage P7951			KY705277		Complete genome	dsDNA	bacteria	Brussowvirus_P7951.353.KY705277
